quando               | quem        | balcao      | o_que                |   canal_criado/usado 
2015-05-21 18:20:36  | Balcao      | 1           | inicia_mempart       |                    - 
2015-05-21 18:20:36  | Balcao      | 1           | cria_linh_mempart    |             fb_10715 
2015-05-21 18:20:46  | Balcao      | 1           | pede_atendimento     |       ./tmp/fc_10718 
2015-05-21 18:20:46  | Balcao      | 1           | pede_atendimento     |       ./tmp/fc_10720 
2015-05-21 18:20:46  | Balcao      | 1           | pede_atendimento     |       ./tmp/fc_10721 
2015-05-21 18:20:46  | Balcao      | 1           | pede_atendimento     |       ./tmp/fc_10726 
2015-05-21 18:20:46  | Balcao      | 1           | pede_atendimento     |       ./tmp/fc_10728 
2015-05-21 18:20:46  | Balcao      | 1           | pede_atendimento     |       ./tmp/fc_10722 
2015-05-21 18:20:46  | Balcao      | 1           | pede_atendimento     |       ./tmp/fc_10724 
2015-05-21 18:20:46  | Balcao      | 1           | pede_atendimento     |       ./tmp/fc_10751 
2015-05-21 18:20:46  | Balcao      | 1           | pede_atendimento     |       ./tmp/fc_10757 
2015-05-21 18:20:46  | Balcao      | 1           | pede_atendimento     |       ./tmp/fc_10725 
2015-05-21 18:20:46  | Balcao      | 1           | pede_atendimento     |       ./tmp/fc_10729 
2015-05-21 18:20:46  | Balcao      | 1           | pede_atendimento     |       ./tmp/fc_10731 
2015-05-21 18:20:46  | Balcao      | 1           | pede_atendimento     |       ./tmp/fc_10733 
2015-05-21 18:20:46  | Balcao      | 1           | pede_atendimento     |       ./tmp/fc_10762 
2015-05-21 18:20:46  | Balcao      | 1           | pede_atendimento     |       ./tmp/fc_10769 
2015-05-21 18:20:46  | Balcao      | 1           | pede_atendimento     |       ./tmp/fc_10738 
2015-05-21 18:20:46  | Balcao      | 1           | pede_atendimento     |       ./tmp/fc_10787 
2015-05-21 18:20:46  | Balcao      | 1           | pede_atendimento     |       ./tmp/fc_10767 
2015-05-21 18:20:46  | Balcao      | 1           | pede_atendimento     |       ./tmp/fc_10774 
